datetime;value
12/07/2021;0.244982662
12/07/2021;0.244994243
12/07/2021;0.244979307
12/07/2021;0.244976347
12/07/2021;0.244982366
12/07/2021;0.246175716
12/07/2021;0.244955881
12/07/2021;0.244976051
12/07/2021;0.244945916
12/07/2021;0.244978716
12/07/2021;0.248354089
12/07/2021;0.24497243
12/07/2021;0.244981182
12/07/2021;0.247666895
12/07/2021;0.244965789
12/07/2021;0.244988884
12/07/2021;0.244971893
12/07/2021;0.244974677
13/07/2021;0.244960213
13/07/2021;0.244982119
13/07/2021;0.244971649
13/07/2021;0.244958866
13/07/2021;0.244951597
13/07/2021;0.247524833
13/07/2021;0.244971356
13/07/2021;0.244995088
13/07/2021;0.244964568
13/07/2021;0.244966863
13/07/2021;0.244964324
13/07/2021;0.244976742
13/07/2021;0.244994619
13/07/2021;0.247334235
13/07/2021;0.247334235
13/07/2021;0.244966131
13/07/2021;0.244970086
13/07/2021;0.244957758
13/07/2021;0.244975361
13/07/2021;0.244972284
13/07/2021;0.244955159
13/07/2021;0.244977976
13/07/2021;0.247685465
13/07/2021;0.244969305
13/07/2021;0.244969305
13/07/2021;0.244969305
13/07/2021;0.244968768
13/07/2021;0.244947852
13/07/2021;0.244962427
13/07/2021;0.244968768
13/07/2021;0.244952463
13/07/2021;0.244984487
13/07/2021;0.244981379
13/07/2021;0.244943176
13/07/2021;0.244966961
13/07/2021;0.244992238
13/07/2021;0.244959443
13/07/2021;0.244959636
13/07/2021;0.244980787
13/07/2021;0.244961994
13/07/2021;0.244959443
13/07/2021;0.244959202
13/07/2021;0.244980491
13/07/2021;0.244973456
13/07/2021;0.244942704
13/07/2021;0.244956988
13/07/2021;0.244963689
13/07/2021;0.244958962
13/07/2021;0.244983599
13/07/2021;0.244939539
13/07/2021;0.244963689
13/07/2021;0.244958962
13/07/2021;0.244967498
13/07/2021;0.244955641
13/07/2021;0.244940909
13/07/2021;0.244958962
13/07/2021;0.244975706
13/07/2021;0.244948608
13/07/2021;0.244956748
13/07/2021;0.244955641
13/07/2021;0.244951501
13/07/2021;0.244956748
13/07/2021;0.244945018
13/07/2021;0.244963689
13/07/2021;0.244967498
13/07/2021;0.244946813
13/07/2021;0.244951693
13/07/2021;0.244937219
13/07/2021;0.244933299
13/07/2021;0.244955641
13/07/2021;0.24496132
13/07/2021;0.244970184
13/07/2021;0.244953522
13/07/2021;0.244955881
13/07/2021;0.24496132
13/07/2021;0.244977482
13/07/2021;0.244938096
13/07/2021;0.244953763
13/07/2021;0.244956988
13/07/2021;0.244953956
13/07/2021;0.244951886
13/07/2021;0.244959443
13/07/2021;0.244992109
13/07/2021;0.244956074
13/07/2021;0.244956074
13/07/2021;0.244957181
13/07/2021;0.244957181
13/07/2021;0.244951886
13/07/2021;0.244941098
13/07/2021;0.244980491
13/07/2021;0.24494124
13/07/2021;0.244947144
13/07/2021;0.244952078
13/07/2021;0.244951886
13/07/2021;0.244947144
13/07/2021;0.244983895
13/07/2021;0.244957373
13/07/2021;0.244957181
13/07/2021;0.244953956
13/07/2021;0.244939681
13/07/2021;0.24494993
13/07/2021;0.244956074
13/07/2021;0.244933576
13/07/2021;0.244952078
13/07/2021;0.244959443
13/07/2021;0.244953956
13/07/2021;0.244959443
13/07/2021;0.244973456
13/07/2021;0.244953763
13/07/2021;0.24494993
13/07/2021;0.244956074
13/07/2021;0.24494993
13/07/2021;0.244951886
13/07/2021;0.244948985
13/07/2021;0.244957181
13/07/2021;0.244948985
13/07/2021;0.244955881
13/07/2021;0.244938234
13/07/2021;0.244942846
13/07/2021;0.244959202
14/07/2021;0.244976002
14/07/2021;0.244951886
14/07/2021;0.24494993
14/07/2021;0.244951886
14/07/2021;0.244931731
14/07/2021;0.244959443
14/07/2021;0.244959202
14/07/2021;0.244948796
14/07/2021;0.244942846
14/07/2021;0.244947144
14/07/2021;0.244953956
14/07/2021;0.24494993
14/07/2021;0.244953763
14/07/2021;0.244955641
14/07/2021;0.244967791
14/07/2021;0.244963933
14/07/2021;0.244935882
14/07/2021;0.244963689
14/07/2021;0.244953763
14/07/2021;0.244966228
14/07/2021;0.24496132
14/07/2021;0.244945018
14/07/2021;0.244956748
14/07/2021;0.244948608
14/07/2021;0.244956555
14/07/2021;0.244953522
14/07/2021;0.244951501
14/07/2021;0.244944877
14/07/2021;0.244975459
14/07/2021;0.244948608
14/07/2021;0.24496108
14/07/2021;0.244956555
14/07/2021;0.244951115
14/07/2021;0.244951115
14/07/2021;0.244948466
14/07/2021;0.244946624
14/07/2021;0.244949363
14/07/2021;0.244955448
14/07/2021;0.244972382
14/07/2021;0.244946435
14/07/2021;0.244932469
14/07/2021;0.244946624
14/07/2021;0.244949033
14/07/2021;0.244952945
14/07/2021;0.244958336
14/07/2021;0.244931316
14/07/2021;0.244940626
14/07/2021;0.244979603
14/07/2021;0.244946435
14/07/2021;0.244944735
14/07/2021;0.244944735
14/07/2021;0.244938972
14/07/2021;0.244942043
14/07/2021;0.244928041
14/07/2021;0.244953137
14/07/2021;0.244944735
14/07/2021;0.244965496
14/07/2021;0.244951115
14/07/2021;0.244943034
14/07/2021;0.244946293
14/07/2021;0.244944546
14/07/2021;0.244951115
14/07/2021;0.244944546
14/07/2021;0.244942846
14/07/2021;0.244949222
14/07/2021;0.244942846
14/07/2021;0.244942846
14/07/2021;0.244938972
14/07/2021;0.244946293
14/07/2021;0.244942846
14/07/2021;0.244976643
14/07/2021;0.244942043
14/07/2021;0.244969403
14/07/2021;0.244946435
14/07/2021;0.244913979
14/07/2021;0.24490597
14/07/2021;0.24490597
14/07/2021;0.24490597
14/07/2021;0.244906014
14/07/2021;0.244906014
14/07/2021;0.24490597
14/07/2021;0.244906144
14/07/2021;0.244906014
14/07/2021;0.244906057
14/07/2021;0.244906187
14/07/2021;0.244906144
14/07/2021;0.244906057
14/07/2021;0.244906187
14/07/2021;0.244906144
14/07/2021;0.244906533
14/07/2021;0.24490636
14/07/2021;0.244906533
14/07/2021;0.24490662
14/07/2021;0.244906793
14/07/2021;0.24490662
14/07/2021;0.244906923
14/07/2021;0.244906706
14/07/2021;0.24490649
14/07/2021;0.24490675
14/07/2021;0.244906793
14/07/2021;0.244907009
14/07/2021;0.244907053
14/07/2021;0.244906706
14/07/2021;0.244907139
14/07/2021;0.244906663
14/07/2021;0.244906923
14/07/2021;0.244906663
14/07/2021;0.244906706
14/07/2021;0.244907269
14/07/2021;0.244907009
14/07/2021;0.244906923
14/07/2021;0.244906836
14/07/2021;0.244907139
14/07/2021;0.244906706
14/07/2021;0.244907096
14/07/2021;0.244907486
14/07/2021;0.244907312
14/07/2021;0.244907269
14/07/2021;0.244907269
14/07/2021;0.244907053
15/07/2021;0.244906923
15/07/2021;0.24490675
15/07/2021;0.244907053
15/07/2021;0.244907096
15/07/2021;0.244906923
15/07/2021;0.244906923
15/07/2021;0.244906923
15/07/2021;0.244907312
15/07/2021;0.244907659
15/07/2021;0.244907486
15/07/2021;0.244907226
15/07/2021;0.244907399
15/07/2021;0.244907053
15/07/2021;0.244906966
15/07/2021;0.244907486
15/07/2021;0.244907486
15/07/2021;0.244907053
15/07/2021;0.244907096
15/07/2021;0.244907356
15/07/2021;0.244907702
15/07/2021;0.244907139
15/07/2021;0.244907702
15/07/2021;0.244907096
15/07/2021;0.244907183
15/07/2021;0.244907096
15/07/2021;0.244907962
15/07/2021;0.244907659
15/07/2021;0.244908308
15/07/2021;0.244907312
15/07/2021;0.244907659
15/07/2021;0.244907832
15/07/2021;0.244907399
15/07/2021;0.244907962
15/07/2021;0.244907312
15/07/2021;0.244907659
15/07/2021;0.244907399
15/07/2021;0.244907962
15/07/2021;0.244908698
15/07/2021;0.244907442
15/07/2021;0.244907832
15/07/2021;0.244907745
15/07/2021;0.244907745
15/07/2021;0.244907659
15/07/2021;0.244908568
15/07/2021;0.244907745
15/07/2021;0.244907442
15/07/2021;0.244907745
15/07/2021;0.244907659
15/07/2021;0.244907442
15/07/2021;0.244907745
15/07/2021;0.244907139
15/07/2021;0.244907659
15/07/2021;0.244907226
15/07/2021;0.244907529
15/07/2021;0.244907399
15/07/2021;0.244907529
15/07/2021;0.244907745
15/07/2021;0.244907832
15/07/2021;0.244907312
15/07/2021;0.244907745
15/07/2021;0.244907139
15/07/2021;0.244907053
15/07/2021;0.244907269
15/07/2021;0.244907962
15/07/2021;0.244907529
15/07/2021;0.244907139
15/07/2021;0.244907269
15/07/2021;0.244907745
15/07/2021;0.244908308
15/07/2021;0.244907226
15/07/2021;0.244907659
15/07/2021;0.244909044
15/07/2021;0.244907096
15/07/2021;0.244907616
15/07/2021;0.244908092
15/07/2021;0.244907962
15/07/2021;0.244907312
15/07/2021;0.244907399
15/07/2021;0.244907486
15/07/2021;0.244907616
15/07/2021;0.244907399
15/07/2021;0.244907616
15/07/2021;0.244907745
15/07/2021;0.244908005
15/07/2021;0.244907312
15/07/2021;0.244907962
15/07/2021;0.244907486
15/07/2021;0.244907399
15/07/2021;0.244907312
15/07/2021;0.244907486
15/07/2021;0.244908178
15/07/2021;0.244907962
15/07/2021;0.244908741
15/07/2021;0.244907356
15/07/2021;0.244907486
15/07/2021;0.244907789
15/07/2021;0.244908092
15/07/2021;0.244907356
15/07/2021;0.244907312
15/07/2021;0.244908481
15/07/2021;0.244907572
15/07/2021;0.244907183
15/07/2021;0.244907486
15/07/2021;0.244907572
15/07/2021;0.244909087
15/07/2021;0.244907789
15/07/2021;0.244907659
15/07/2021;0.244908222
15/07/2021;0.244908525
15/07/2021;0.244907789
15/07/2021;0.244907659
15/07/2021;0.244907572
15/07/2021;0.244907875
15/07/2021;0.244907962
15/07/2021;0.244907486
15/07/2021;0.244908525
15/07/2021;0.244907962
15/07/2021;0.244907486
15/07/2021;0.244907875
15/07/2021;0.244907962
16/07/2021;0.244907702
16/07/2021;0.244908481
16/07/2021;0.244907875
16/07/2021;0.244907009
16/07/2021;0.244907659
16/07/2021;0.244907572
16/07/2021;0.244907875
16/07/2021;0.244907572
16/07/2021;0.244907659
16/07/2021;0.244907486
16/07/2021;0.244908308
16/07/2021;0.244908308
16/07/2021;0.244908178
16/07/2021;0.244907659
16/07/2021;0.244907832
16/07/2021;0.244908092
16/07/2021;0.244907486
16/07/2021;0.244907832
16/07/2021;0.244907659
16/07/2021;0.244907096
16/07/2021;0.244907312
16/07/2021;0.244907832
16/07/2021;0.244908698
16/07/2021;0.244907399
16/07/2021;0.244907312
16/07/2021;0.244907529
16/07/2021;0.244907832
16/07/2021;0.244907529
16/07/2021;0.244908481
16/07/2021;0.244907832
16/07/2021;0.244907226
16/07/2021;0.244908698
16/07/2021;0.244907745
16/07/2021;0.244907745
16/07/2021;0.244907312
16/07/2021;0.244907962
16/07/2021;0.244907139
16/07/2021;0.244908178
16/07/2021;0.244907312
16/07/2021;0.244907832
16/07/2021;0.244907572
16/07/2021;0.244907962
16/07/2021;0.244907702
16/07/2021;0.244907702
16/07/2021;0.244908265
16/07/2021;0.244907183
16/07/2021;0.244907442
16/07/2021;0.244907312
16/07/2021;0.244907962
16/07/2021;0.244908048
16/07/2021;0.244907962
16/07/2021;0.244907486
16/07/2021;0.244907183
16/07/2021;0.244907356
16/07/2021;0.244907789
16/07/2021;0.244908048
16/07/2021;0.244907442
16/07/2021;0.244907919
16/07/2021;0.244907053
16/07/2021;0.244907875
16/07/2021;0.244908048
16/07/2021;0.244907442
16/07/2021;0.244907572
16/07/2021;0.244907269
16/07/2021;0.244907962
16/07/2021;0.244907529
16/07/2021;0.244908611
16/07/2021;0.244908222
16/07/2021;0.244907486
16/07/2021;0.244908178
16/07/2021;0.244908222
16/07/2021;0.244908222
16/07/2021;0.244907312
16/07/2021;0.244907356
16/07/2021;0.244907616
16/07/2021;0.244907226
16/07/2021;0.24490636
16/07/2021;0.24490662
16/07/2021;0.244907009
16/07/2021;0.244907183
16/07/2021;0.244907183
16/07/2021;0.244907053
16/07/2021;0.244906793
16/07/2021;0.24490662
16/07/2021;0.244893221
16/07/2021;0.244987068
16/07/2021;0.245191457
16/07/2021;0.2453953
16/07/2021;0.245599162
16/07/2021;0.245751956
16/07/2021;0.245904233
16/07/2021;0.246157909
16/07/2021;0.246258936
16/07/2021;0.246461255
16/07/2021;0.246611796
16/07/2021;0.246763576
16/07/2021;0.246914182
16/07/2021;0.247065422
16/07/2021;0.247164772
16/07/2021;0.247214855
16/07/2021;0.247289804
16/07/2021;0.247339448
16/07/2021;0.247413734
16/07/2021;0.24746324
16/07/2021;0.247537472
16/07/2021;0.247586531
16/07/2021;0.247660088
16/07/2021;0.247684537
16/07/2021;0.24761093
16/07/2021;0.247561839
16/07/2021;0.247512506
16/07/2021;0.24746324
16/07/2021;0.247413734
16/07/2021;0.247364295
16/07/2021;0.247314617
16/07/2021;0.247264702
16/07/2021;0.247214855
16/07/2021;0.247164772
16/07/2021;0.247139756
16/07/2021;0.247014331
17/07/2021;0.246964525
17/07/2021;0.246864515
17/07/2021;0.246763576
17/07/2021;0.246712911
17/07/2021;0.246611796
17/07/2021;0.246510965
17/07/2021;0.246410418
17/07/2021;0.24636025
17/07/2021;0.246258936
17/07/2021;0.246207792
17/07/2021;0.246157909
17/07/2021;0.246056576
17/07/2021;0.246005132
17/07/2021;0.245904233
17/07/2021;0.245853598
17/07/2021;0.245853598
17/07/2021;0.245751956
17/07/2021;0.245650605
17/07/2021;0.245599162
17/07/2021;0.245497084
17/07/2021;0.245447028
17/07/2021;0.2453953
17/07/2021;0.24529323
17/07/2021;0.24529323
17/07/2021;0.245191457
17/07/2021;0.24514068
17/07/2021;0.245089401
17/07/2021;0.245038197
17/07/2021;0.244987068
17/07/2021;0.244936014
17/07/2021;0.244884461
17/07/2021;0.244833556
17/07/2021;0.244893221
17/07/2021;0.244912853
17/07/2021;0.244914022
17/07/2021;0.244916729
17/07/2021;0.244913979
17/07/2021;0.244915104
17/07/2021;0.244912724
17/07/2021;0.244913027
17/07/2021;0.244914585
17/07/2021;0.244914974
17/07/2021;0.244913243
17/07/2021;0.244913546
17/07/2021;0.244914065
17/07/2021;0.244914065
17/07/2021;0.24491767
17/07/2021;0.244914412
17/07/2021;0.244912507
17/07/2021;0.244914974
17/07/2021;0.244912464
17/07/2021;0.244913416
17/07/2021;0.244911338
17/07/2021;0.244915277
17/07/2021;0.244912464
17/07/2021;0.244911468
17/07/2021;0.244914628
17/07/2021;0.244913892
17/07/2021;0.244912247
17/07/2021;0.244916595
17/07/2021;0.24491333
17/07/2021;0.244913503
17/07/2021;0.244912334
17/07/2021;0.244913459
17/07/2021;0.244912637
17/07/2021;0.244914541
17/07/2021;0.244911338
17/07/2021;0.244914541
17/07/2021;0.244913459
17/07/2021;0.24491294
17/07/2021;0.244911598
17/07/2021;0.244912594
17/07/2021;0.244911598
17/07/2021;0.244914109
17/07/2021;0.244912594
17/07/2021;0.244915061
17/07/2021;0.244912594
17/07/2021;0.244911555
17/07/2021;0.24491255
17/07/2021;0.244914585
17/07/2021;0.244911555
17/07/2021;0.244915407
17/07/2021;0.244912074
17/07/2021;0.244914412
17/07/2021;0.24491655
17/07/2021;0.24491281
17/07/2021;0.244913156
17/07/2021;0.244913979
17/07/2021;0.244912507
17/07/2021;0.244913589
17/07/2021;0.244916505
17/07/2021;0.244912464
17/07/2021;0.244912161
17/07/2021;0.244912161
17/07/2021;0.244912031
17/07/2021;0.244914931
17/07/2021;0.244912464
17/07/2021;0.244911208
17/07/2021;0.244916953
17/07/2021;0.244911728
17/07/2021;0.244912724
17/07/2021;0.244913935
17/07/2021;0.244915321
17/07/2021;0.244913546
17/07/2021;0.244913027
17/07/2021;0.244914282
17/07/2021;0.244912421
17/07/2021;0.244911944
17/07/2021;0.24491571
17/07/2021;0.244912377
17/07/2021;0.244914412
17/07/2021;0.244911944
17/07/2021;0.244913459
17/07/2021;0.244911901
17/07/2021;0.244913113
17/07/2021;0.244911901
17/07/2021;0.244916326
17/07/2021;0.24491558
17/07/2021;0.244916057
17/07/2021;0.244913416
18/07/2021;0.244911382
18/07/2021;0.244912637
18/07/2021;0.244911641
18/07/2021;0.244911901
18/07/2021;0.244913806
18/07/2021;0.244912291
18/07/2021;0.244911988
18/07/2021;0.244913806
18/07/2021;0.244912897
18/07/2021;0.244913762
18/07/2021;0.244914715
18/07/2021;0.244911598
18/07/2021;0.244913373
18/07/2021;0.244915104
18/07/2021;0.244910992
18/07/2021;0.244912853
18/07/2021;0.244914022
18/07/2021;0.244913719
18/07/2021;0.244911555
18/07/2021;0.244913719
18/07/2021;0.244914022
18/07/2021;0.244911295
18/07/2021;0.244913632
18/07/2021;0.24491255
18/07/2021;0.244913979
18/07/2021;0.244911771
18/07/2021;0.244912767
18/07/2021;0.244911252
18/07/2021;0.244911858
18/07/2021;0.244910992
18/07/2021;0.244912464
18/07/2021;0.244912724
18/07/2021;0.244912118
18/07/2021;0.244911858
18/07/2021;0.244910646
18/07/2021;0.244911425
18/07/2021;0.244910429
18/07/2021;0.244911208
18/07/2021;0.244911468
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.244968482
18/07/2021;0.248354089
18/07/2021;0.248354089
18/07/2021;0.244917894
18/07/2021;0.244911425
18/07/2021;0.244913892
18/07/2021;0.244905841
18/07/2021;0.244905841
18/07/2021;0.244906014
18/07/2021;0.244906014
18/07/2021;0.244906533
18/07/2021;0.24490688
18/07/2021;0.244907745
18/07/2021;0.244908654
18/07/2021;0.244908005
18/07/2021;0.244909477
18/07/2021;0.244907183
18/07/2021;0.244906923
18/07/2021;0.244907659
18/07/2021;0.244908222
18/07/2021;0.244908958
18/07/2021;0.244908698
18/07/2021;0.244908958
18/07/2021;0.244908265
18/07/2021;0.244910343
18/07/2021;0.24490952
18/07/2021;0.244908265
18/07/2021;0.244908525
18/07/2021;0.244907875
18/07/2021;0.244909217
18/07/2021;0.244909174
18/07/2021;0.244910386
18/07/2021;0.244910213
18/07/2021;0.244910732
18/07/2021;0.244911425
18/07/2021;0.244910905
18/07/2021;0.244912421
18/07/2021;0.244911555
18/07/2021;0.244911598
18/07/2021;0.244911598
18/07/2021;0.244914498
18/07/2021;0.244912161
18/07/2021;0.244911252
18/07/2021;0.244911468
18/07/2021;0.24491294
18/07/2021;0.244906663
18/07/2021;0.244912204
18/07/2021;0.244913806
18/07/2021;0.244918477
18/07/2021;0.244913632
18/07/2021;0.244917894
18/07/2021;0.244914974
18/07/2021;0.244917043
18/07/2021;0.244917357
18/07/2021;0.244913892
18/07/2021;0.244916595
18/07/2021;0.244917939
18/07/2021;0.244917133
18/07/2021;0.244918477
18/07/2021;0.244917894
18/07/2021;0.244916147
18/07/2021;0.244917133
18/07/2021;0.244923361
18/07/2021;0.244920717
18/07/2021;0.244920673
18/07/2021;0.244923271
18/07/2021;0.244917446
18/07/2021;0.244920135
18/07/2021;0.244924078
18/07/2021;0.244924571
19/07/2021;0.244919463
19/07/2021;0.244917984
19/07/2021;0.244927259
19/07/2021;0.244918567
19/07/2021;0.244923271
19/07/2021;0.244919194
19/07/2021;0.244927259
19/07/2021;0.244919239
19/07/2021;0.244920807
19/07/2021;0.24492018
19/07/2021;0.244922644
19/07/2021;0.244916192
19/07/2021;0.244921927
19/07/2021;0.244927349
19/07/2021;0.244922644
19/07/2021;0.244927857
19/07/2021;0.244921569
19/07/2021;0.244922734
19/07/2021;0.244920852
19/07/2021;0.244926318
19/07/2021;0.244919239
19/07/2021;0.244923451
19/07/2021;0.244922644
19/07/2021;0.244924257
19/07/2021;0.244912031
19/07/2021;0.24492018
19/07/2021;0.244923451
19/07/2021;0.244921569
19/07/2021;0.244917312
19/07/2021;0.244919597
19/07/2021;0.244917222
19/07/2021;0.244916236
19/07/2021;0.244923495
19/07/2021;0.244921614
19/07/2021;0.244913849
19/07/2021;0.24491558
19/07/2021;0.244916236
19/07/2021;0.244915797
19/07/2021;0.244915797
19/07/2021;0.244913979
19/07/2021;0.244913806
19/07/2021;0.244913935
19/07/2021;0.244913113
19/07/2021;0.244913762
19/07/2021;0.244914368
19/07/2021;0.244911771
19/07/2021;0.244912637
19/07/2021;0.244915797
19/07/2021;0.244912031
19/07/2021;0.244913156
19/07/2021;0.244911815
19/07/2021;0.244913113
19/07/2021;0.244912334
19/07/2021;0.244914758
19/07/2021;0.244913156
19/07/2021;0.244913979
19/07/2021;0.244916326
19/07/2021;0.244913849
19/07/2021;0.244910819
19/07/2021;0.244914801
19/07/2021;0.24491281
19/07/2021;0.244913849
19/07/2021;0.244916864
19/07/2021;0.244914412
19/07/2021;0.244912118
19/07/2021;0.244912118
19/07/2021;0.244911858
19/07/2021;0.244910819
19/07/2021;0.244912421
19/07/2021;0.24491017
19/07/2021;0.244909001
19/07/2021;0.244909564
19/07/2021;0.244908784
19/07/2021;0.244911728
19/07/2021;0.244911468
19/07/2021;0.244911468
19/07/2021;0.244911252
19/07/2021;0.244915147
19/07/2021;0.244908958
19/07/2021;0.244914671
19/07/2021;0.244913546
19/07/2021;0.244915018
19/07/2021;0.244916998
19/07/2021;0.244918074
19/07/2021;0.244893221
19/07/2021;0.245089401
19/07/2021;0.245191457
19/07/2021;0.245447028
19/07/2021;0.245599162
19/07/2021;0.245802446
19/07/2021;0.246005132
19/07/2021;0.246207792
19/07/2021;0.24636025
19/07/2021;0.246561945
19/07/2021;0.246763576
19/07/2021;0.246864515
19/07/2021;0.246864515
19/07/2021;0.246813708
19/07/2021;0.246763576
19/07/2021;0.246662919
19/07/2021;0.246611796
19/07/2021;0.246561945
19/07/2021;0.246510965
19/07/2021;0.246461255
19/07/2021;0.24636025
19/07/2021;0.246308961
19/07/2021;0.246258936
19/07/2021;0.246207792
19/07/2021;0.246157909
19/07/2021;0.24610691
19/07/2021;0.246056576
19/07/2021;0.246005132
19/07/2021;0.245954942
19/07/2021;0.245904233
19/07/2021;0.245904233
19/07/2021;0.245802446
19/07/2021;0.245751956
19/07/2021;0.245751956
19/07/2021;0.245700951
19/07/2021;0.245700951
20/07/2021;0.245650605
20/07/2021;0.245548378
20/07/2021;0.245497084
20/07/2021;0.245497084
20/07/2021;0.2453953
20/07/2021;0.2453953
20/07/2021;0.245344808
20/07/2021;0.24529323
20/07/2021;0.245242885
20/07/2021;0.245242885
20/07/2021;0.245191457
20/07/2021;0.245191457
20/07/2021;0.24514068
20/07/2021;0.245089401
20/07/2021;0.245089401
20/07/2021;0.245038197
20/07/2021;0.245038197
20/07/2021;0.244936014
20/07/2021;0.244936014
20/07/2021;0.244936014
20/07/2021;0.244884461
20/07/2021;0.244833556
20/07/2021;0.244893221
20/07/2021;0.244893221
20/07/2021;0.244918253
20/07/2021;0.244920404
20/07/2021;0.244917357
20/07/2021;0.244916819
20/07/2021;0.244917312
20/07/2021;0.244919239
20/07/2021;0.244920897
20/07/2021;0.244919508
20/07/2021;0.244924212
20/07/2021;0.244919463
20/07/2021;0.244923227
20/07/2021;0.244924481
20/07/2021;0.244921748
20/07/2021;0.244917939
20/07/2021;0.244921658
20/07/2021;0.244920628
20/07/2021;0.2449213
20/07/2021;0.244919284
20/07/2021;0.244923809
20/07/2021;0.244921524
20/07/2021;0.244918343
20/07/2021;0.244917177
20/07/2021;0.244918253
20/07/2021;0.244926677
20/07/2021;0.244920359
20/07/2021;0.244928133
20/07/2021;0.244922868
20/07/2021;0.244918208
20/07/2021;0.244926587
20/07/2021;0.244922779
20/07/2021;0.244923585
20/07/2021;0.244917626
20/07/2021;0.24491897
20/07/2021;0.244919642
20/07/2021;0.244921972
20/07/2021;0.244919597
20/07/2021;0.244923495
20/07/2021;0.244920897
20/07/2021;0.244923899
20/07/2021;0.244917043
20/07/2021;0.244919552
20/07/2021;0.244923809
20/07/2021;0.244922644
20/07/2021;0.244922734
20/07/2021;0.24492018
20/07/2021;0.244921927
20/07/2021;0.244918925
20/07/2021;0.244920135
20/07/2021;0.244921927
20/07/2021;0.244923451
20/07/2021;0.244923451
20/07/2021;0.244922644
20/07/2021;0.24492466
20/07/2021;0.244920807
20/07/2021;0.244923361
20/07/2021;0.244923451
20/07/2021;0.244923361
20/07/2021;0.244923361
20/07/2021;0.244924571
20/07/2021;0.244923451
20/07/2021;0.244921121
20/07/2021;0.244921121
20/07/2021;0.244925422
20/07/2021;0.244928871
20/07/2021;0.244923361
20/07/2021;0.244923675
20/07/2021;0.244924571
20/07/2021;0.244926229
20/07/2021;0.244920717
20/07/2021;0.244923271
20/07/2021;0.244932746
20/07/2021;0.244924481
20/07/2021;0.244920807
20/07/2021;0.244920717
20/07/2021;0.244925422
20/07/2021;0.24492242
20/07/2021;0.244923227
20/07/2021;0.244931454
20/07/2021;0.244919373
20/07/2021;0.244921703
20/07/2021;0.244925288
20/07/2021;0.244923227
20/07/2021;0.24492354
20/07/2021;0.244923227
20/07/2021;0.244920986
20/07/2021;0.24492758
20/07/2021;0.244920942
20/07/2021;0.244924347
20/07/2021;0.244921614
20/07/2021;0.244921614
20/07/2021;0.244924347
20/07/2021;0.244924257
